Number_of_Vehicles,Road_Type,Speed_limit,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Vehicle_Manoeuvre,1st_Point_of_Impact,Sex_of_Driver,Age_of_Driver,Engine_Capacity_(CC),Damage
3,Single carriageway,30,Darkness lights lit,Fine no high winds,Wet or damp,Urban,Going ahead,Front,Male,22,1390,Light
3,Single carriageway,30,Darkness lights lit,Fine no high winds,Wet or damp,Urban,Parked,Front,Female,45,2498,Light
2,Single carriageway,30,Daylight,Fine no high winds,Wet or damp,Urban,Waiting,Offside,Female,29,1587,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Turning,Front,Male,20,1199,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Front,Male,47,1799,Light
2,Single carriageway,30,Darkness lights lit,Fine no high winds,Dry,Urban,Going ahead,Front,Male,43,1973,Light
2,Single carriageway,30,Darkness lights lit,Fine no high winds,Dry,Urban,Going ahead,Offside,Male,31,1295,Light
2,Single carriageway,30,Daylight,Fine and high winds,Wet or damp,Urban,Turning,Front,Male,25,1796,Light
2,Single carriageway,30,Daylight,Fine and high winds,Wet or damp,Urban,Going ahead,Nearside,Male,66,1398,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Parked,Back,Male,34,1364,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Front,Male,32,1796,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Waiting,Back,Male,60,1390,Light
2,Dual carriageway,30,Darkness lights lit,Raining no high winds,Wet or damp,Rural,Slowing or stopping,Front,Male,30,1686,Light
2,Dual carriageway,30,Darkness lights lit,Raining no high winds,Wet or damp,Rural,Waiting,Back,Male,29,1998,Light
2,Single carriageway,30,Darkness lights lit,Raining no high winds,Wet or damp,Urban,Turning,Front,Female,16,1595,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Waiting,Back,Male,59,1598,Light
2,Single carriageway,30,Daylight,Fine no high winds,Wet or damp,Urban,Moving off,Nearside,Male,18,1994,Light
2,Single carriageway,30,Daylight,Fine no high winds,Wet or damp,Urban,Going ahead,Front,Female,48,1270,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Front,Female,19,1149,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Waiting,Back,Female,34,1988,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Waiting,Back,Female,33,1388,Light
2,Single carriageway,30,Darkness lights lit,Fine no high winds,Dry,Urban,Going ahead,Front,Female,24,1390,Light
3,Single carriageway,40,Daylight,Raining no high winds,Wet or damp,Rural,Going ahead,Front,Female,45,1596,Light
3,Single carriageway,40,Daylight,Raining no high winds,Wet or damp,Rural,Going ahead,Front,Male,45,1896,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Front,Male,28,1296,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Front,Female,19,1998,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Turning,Front,Female,45,1700,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Overtaking,Nearside,Male,29,2496,Light
3,Dual carriageway,30,Darkness lights lit,Fine no high winds,Dry,Urban,Turning,Front,Female,72,1389,Light
3,Dual carriageway,30,Darkness lights lit,Fine no high winds,Dry,Urban,Going ahead,Front,Female,39,1762,Light
2,Single carriageway,30,Daylight,Snowing and high winds,Wet or damp,Urban,Going ahead,Front,Male,29,1343,Light
2,Single carriageway,30,Daylight,Snowing and high winds,Wet or damp,Urban,Going ahead,Back,Female,26,1589,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Front,Male,69,1998,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Back,Male,66,1332,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Turning,Front,Female,29,1596,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Waiting,Offside,Male,46,1762,Light
2,Roundabout,30,Daylight,Fine no high winds,Dry,Urban,Slowing or stopping,Front,Male,34,1762,Light
2,Roundabout,30,Daylight,Fine no high winds,Dry,Urban,Slowing or stopping,Back,Female,20,1242,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Rural,Slowing or stopping,Front,Male,30,1598,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Rural,Slowing or stopping,Back,Male,64,1998,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Front,Female,30,1896,Light
3,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Front,Male,75,1598,Light
3,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Front,Male,77,2470,Light
3,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Waiting,Front,Male,41,1108,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Turning,Back,Female,36,1119,Severe
2,Single carriageway,30,Darkness lights lit,Fine no high winds,Dry,Urban,Turning,Front,Male,26,1198,Light
3,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Front,Male,18,1242,Light
3,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Parked,Back,Male,29,1747,Light
3,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Parked,Back,Male,30,1240,Light
2,Single carriageway,30,Darkness lights lit,Fine no high winds,Dry,Urban,Turning,Nearside,Male,21,1397,Light
2,Single carriageway,30,Darkness lights lit,Fine no high winds,Dry,Urban,Going ahead,Front,Male,26,1781,Light
2,Single carriageway,40,Daylight,Fine no high winds,Dry,Urban,Going ahead,Back,Female,23,1998,Light
2,Single carriageway,40,Daylight,Fine no high winds,Dry,Urban,Going ahead,Front,Female,59,1686,Light
2,Single carriageway,30,Daylight,Raining no high winds,Wet or damp,Urban,Going ahead,Front,Female,25,1119,Light
2,Single carriageway,30,Daylight,Raining no high winds,Wet or damp,Urban,Waiting,Back,Male,49,1995,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Waiting,Back,Male,56,1242,Light
2,Single carriageway,30,Darkness lights lit,Fine no high winds,Dry,Urban,Going ahead,Front,Male,36,1389,Light
2,Single carriageway,30,Darkness lights lit,Fine no high winds,Dry,Urban,Waiting,Back,Male,30,1762,Light
3,Single carriageway,30,Darkness lights lit,Fine no high winds,Dry,Urban,Going ahead,Front,Male,17,1896,Light
3,Single carriageway,30,Darkness lights lit,Fine no high winds,Dry,Urban,Parked,Front,Female,31,1272,Light
3,Single carriageway,30,Darkness lights lit,Fine no high winds,Dry,Urban,Parked,Back,Female,70,1997,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Waiting,Front,Female,25,1686,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Nearside,Female,43,1589,Light
4,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Turning,Front,Male,22,2178,Light
4,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Nearside,Female,48,1794,Light
3,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Turning,Front,Male,33,1896,Light
3,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Front,Male,34,1600,Light
3,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Front,Female,22,1124,Light
2,Single carriageway,30,Darkness lights lit,Fine no high winds,Wet or damp,Urban,Going ahead,Front,Male,29,1762,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Turning,Offside,Male,51,2935,Severe
4,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Front,Male,25,2299,Light
4,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Back,Male,21,1587,Light
4,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Back,Male,46,1461,Light
4,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Back,Female,46,1489,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Reversing,Nearside,Male,33,1997,Light
2,Single carriageway,30,Darkness lights lit,Fine no high winds,Dry,Urban,Going ahead,Front,Male,18,1389,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Reversing,Back,Male,59,2402,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Offside,Male,37,1796,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Rural,Going ahead,Front,Female,18,1108,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Rural,Waiting,Back,Female,46,1490,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Overtaking,Offside,Male,20,1597,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Waiting,Offside,Female,30,2499,Light
2,Single carriageway,30,Darkness lights lit,Fine no high winds,Dry,Urban,Going ahead,Front,Male,64,1598,Light
2,Single carriageway,30,Darkness lights lit,Fine no high winds,Dry,Urban,Waiting,Back,Male,19,1390,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Waiting,Back,Female,27,1196,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Front,Male,38,1796,Light
2,Dual carriageway,30,Daylight,Fine no high winds,Wet or damp,Urban,Turning,Front,Male,44,1796,Light
2,Dual carriageway,30,Daylight,Fine no high winds,Wet or damp,Urban,Going ahead,Front,Male,85,1998,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Front,Male,26,1587,Severe
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Offside,Male,78,1289,Severe
2,Single carriageway,30,Darkness lights lit,Fine no high winds,Dry,Urban,U turn,Offside,Female,33,1783,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Front,Male,23,2402,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Turning,Front,Male,20,1297,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Front,Male,57,1461,Light
2,Roundabout,30,Darkness lights lit,Fine no high winds,Wet or damp,Urban,Going ahead,Front,Male,42,6370,Severe
2,Roundabout,30,Darkness lights lit,Fine no high winds,Wet or damp,Urban,Turning,Offside,Female,35,1389,Severe
2,Single carriageway,30,Darkness lights lit,Fine no high winds,Dry,Urban,Turning,Nearside,Female,54,1597,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Nearside,Male,19,1390,Severe
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Turning,Offside,Male,52,1988,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Turning,Offside,Male,43,1905,Severe
2,Single carriageway,30,Daylight,Fog or mist,Wet or damp,Urban,Moving off,Offside,Female,37,1998,Light
2,Single carriageway,30,Daylight,Fog or mist,Wet or damp,Urban,Going ahead,Front,Male,31,1396,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Slowing or stopping,Front,Male,20,1762,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Parked,Back,Female,34,1391,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,U turn,Offside,Female,30,1299,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Nearside,Female,36,1986,Light
3,Dual carriageway,30,Daylight,Fine no high winds,Dry,Urban,Waiting,Nearside,Male,58,2164,Light
2,Single carriageway,30,Daylight,Fine no high winds,Wet or damp,Urban,Turning,Offside,Male,30,1598,Light
2,Single carriageway,30,Daylight,Raining no high winds,Wet or damp,Urban,Going ahead,Offside,Male,38,1596,Light
2,Single carriageway,30,Daylight,Raining no high winds,Wet or damp,Urban,Going ahead,Nearside,Male,46,1753,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Moving off,Front,Male,71,1587,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Moving off,Front,Female,33,1798,Light
2,Roundabout,30,Darkness lights lit,Fine no high winds,Wet or damp,Urban,Turning,Nearside,Male,30,1390,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Front,Female,29,1989,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Waiting,Back,Female,37,1242,Light
3,Single carriageway,30,Darkness lights lit,Raining no high winds,Wet or damp,Urban,Going ahead,Front,Male,21,1870,Light
3,Single carriageway,30,Darkness lights lit,Raining no high winds,Wet or damp,Urban,Going ahead,Back,Female,46,1896,Light
3,Single carriageway,30,Darkness lights lit,Raining no high winds,Wet or damp,Urban,Turning,Back,Male,33,1998,Light
2,Single carriageway,30,Daylight,Fog or mist,Wet or damp,Urban,Going ahead,Front,Male,28,1905,Light
2,Single carriageway,30,Daylight,Fog or mist,Wet or damp,Urban,Going ahead,Front,Female,33,1598,Light
2,Single carriageway,30,Daylight,Fog or mist,Wet or damp,Urban,Going ahead,Back,Female,29,1398,Light
2,Single carriageway,30,Daylight,Fine no high winds,Wet or damp,Urban,Going ahead,Front,Male,35,1242,Light
2,Single carriageway,30,Daylight,Fine no high winds,Wet or damp,Urban,Going ahead,Offside,Male,24,1242,Light
2,Roundabout,30,Darkness lights lit,Fine no high winds,Dry,Urban,Going ahead,Front,Female,27,1149,Light
2,Roundabout,30,Darkness lights lit,Fine no high winds,Dry,Urban,Turning,Offside,Female,57,1391,Light
2,Single carriageway,30,Darkness lights lit,Fine no high winds,Wet or damp,Urban,Going ahead,Offside,Male,22,1242,Light
2,Single carriageway,30,Darkness lights lit,Fine no high winds,Wet or damp,Urban,Going ahead,Nearside,Male,40,1295,Light
2,Single carriageway,30,Darkness lights lit,Fine no high winds,Dry,Urban,Going ahead,Nearside,Male,25,1995,Light
2,Single carriageway,30,Darkness lights lit,Fine no high winds,Dry,Urban,Going ahead,Front,Male,44,1762,Light
2,Roundabout,30,Darkness lights lit,Fine no high winds,Wet or damp,Urban,Going ahead,Front,Male,25,1698,Light
2,Roundabout,30,Darkness lights lit,Fine no high winds,Wet or damp,Urban,Turning,Front,Male,20,1299,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Turning,Nearside,Male,33,2496,Light
2,Single carriageway,30,Darkness lights lit,Fine no high winds,Wet or damp,Urban,Turning,Offside,Male,80,1589,Light
2,Single carriageway,30,Darkness lights lit,Fine no high winds,Wet or damp,Urban,Going ahead,Front,Male,22,1598,Light
2,Dual carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Front,Female,31,1299,Light
2,Dual carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Nearside,Male,45,5480,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Turning,Offside,Male,69,1749,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Front,Male,49,1298,Light
2,Single carriageway,30,Darkness lights lit,Fine no high winds,Dry,Urban,Turning,Front,Male,18,1796,Light
2,Single carriageway,30,Daylight,Fine no high winds,Wet or damp,Urban,Turning,Offside,Male,36,1997,Light
2,Single carriageway,30,Darkness lights lit,Fine no high winds,Wet or damp,Urban,Going ahead,Offside,Male,37,1597,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Front,Female,57,2495,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Nearside,Male,56,1985,Light
2,Single carriageway,30,Daylight,Raining no high winds,Wet or damp,Urban,Going ahead,Front,Female,40,1108,Light
2,Single carriageway,30,Daylight,Fine and high winds,Dry,Urban,Going ahead,Front,Female,45,2188,Light
2,Single carriageway,30,Daylight,Fine and high winds,Dry,Urban,Reversing,Back,Female,39,1597,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Turning,Offside,Male,31,2151,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Front,Male,55,1390,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Turning,Front,Male,20,1199,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Front,Male,51,1783,Light
2,Roundabout,30,Daylight,Fine no high winds,Wet or damp,Urban,Going ahead,Back,Male,30,1108,Light
2,Roundabout,30,Daylight,Fine no high winds,Wet or damp,Urban,Going ahead,Front,Male,27,2496,Light
2,Dual carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Nearside,Female,45,1796,Light
2,Dual carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Offside,Male,35,1834,Light
2,Roundabout,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Offside,Female,35,1343,Light
2,Roundabout,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Front,Female,43,2496,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Front,Female,30,1242,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Waiting,Back,Female,42,1390,Light
2,Single carriageway,30,Darkness lights lit,Fine no high winds,Dry,Urban,Turning,Back,Male,24,1896,Light
2,Single carriageway,30,Darkness lights lit,Fine no high winds,Wet or damp,Rural,Going ahead,Front,Male,40,1596,Light
2,Single carriageway,30,Darkness lights lit,Fine no high winds,Wet or damp,Rural,Going ahead,Front,Female,49,1240,Light
2,Single carriageway,30,Darkness lights lit,Fine no high winds,Wet or damp,Urban,Going ahead,Front,Male,63,1796,Severe
2,Single carriageway,30,Darkness lights lit,Fine no high winds,Wet or damp,Urban,Going ahead,Front,Male,66,1597,Severe
3,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Front,Male,43,1598,Light
3,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Waiting,Front,Female,38,1597,Light
3,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Waiting,Back,Male,38,1870,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Front,Male,39,1997,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Turning,Offside,Male,42,1686,Light
2,Single carriageway,30,Darkness lights lit,Fine and high winds,Dry,Rural,Going ahead,Front,Male,35,1769,Light
2,Single carriageway,30,Darkness lights lit,Fine and high winds,Dry,Rural,Waiting,Back,Female,53,1108,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Turning,Front,Male,23,1108,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Going ahead,Nearside,Male,22,1360,Light
2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Turning,Front,Female,51,1199,Light
